Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1788603,-,-,-,0.33,32.58,,1200,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2016,1,1,0,30,135.58,0.15,3,0,0,0,0,17.2,86.22,881,0,0,0,0,19.6,303,1.2000000000000002
2016,1,1,1,30,122.63,0.15,3,0,0,0,0,17.2,87.53,881,0,0,0,0,19.3,310,1.2000000000000002
2016,1,1,2,30,109.12,0.15,3,0,0,0,0,17,88.25,882,0,0,0,0,19,318,1.2000000000000002
2016,1,1,3,30,95.38,0.15,3,0,0,0,0,16.8,85.59,882,0,0,0,0,19.3,326,1.2000000000000002
2016,1,1,4,30,81.5,0.15,3,47,360,100,3,17.7,83.22,883,11,0,0,11,20.6,336,1.4000000000000001
2016,1,1,5,30,67.87,0.15,3,90,652,336,0,18,75.66,883,90,652,0,336,22.5,172,1.7000000000000002
2016,1,1,6,30,54.51,0.15,3,116,783,570,0,18.6,69.63,884,116,783,0,570,24.5,7,2.2
2016,1,1,7,30,41.84,0.15,3.1,134,849,766,0,18.5,63.690000000000005,883,134,849,0,766,25.900000000000002,12,2.7
2016,1,1,8,30,30.85,0.15,3.1,148,882,905,0,18.8,61.89,883,148,882,0,905,26.700000000000003,14,2.7
2016,1,1,9,30,24.01,0.15,3.2,165,877,966,0,19.1,61.14,882,165,877,0,966,27.200000000000003,18,2.6
2016,1,1,10,30,25.03,0.15,3.2,170,869,957,0,19.200000000000003,60.95,881,170,869,0,957,27.400000000000002,21,2.4000000000000004
2016,1,1,11,30,33.18,0.15,3.2,160,854,875,0,19.200000000000003,60.72,881,160,854,0,875,27.5,23,2.1
2016,1,1,12,30,44.71,0.15,3.1,106,892,741,0,19.200000000000003,60.910000000000004,880,106,892,0,741,27.400000000000002,21,1.8
2016,1,1,13,30,57.6,0.15,3.1,90,824,532,0,19.200000000000003,61.56,880,90,824,0,532,27.200000000000003,17,1.4000000000000001
2016,1,1,14,30,71.06,0.15,3.1,67,684,289,0,19.400000000000002,65.26,880,67,684,0,289,26.5,11,1
2016,1,1,15,30,84.7,0.15,3,29,315,59,0,19.400000000000002,69.04,881,29,315,0,59,25.5,160,0.6000000000000001
2016,1,1,16,30,98.62,0.15,3,0,0,0,0,18,66.74,881,0,0,0,0,24.6,285,0.5
2016,1,1,17,30,112.33,0.15,3,0,0,0,0,18,70.65,882,0,0,0,0,23.6,256,0.8
2016,1,1,18,30,125.75,0.15,3,0,0,0,0,18,75.27,882,0,0,0,0,22.6,261,0.9
2016,1,1,19,30,138.51,0.15,3,0,0,0,0,18,79.2,882,0,0,0,0,21.8,276,1.1
2016,1,1,20,30,149.64000000000001,0.15,3.1,0,0,0,3,18,82.71000000000001,882,0,0,0,0,21.1,291,1.3
2016,1,1,21,30,156.65,0.15,3.1,0,0,0,0,18.1,85.45,882,0,0,0,0,20.6,303,1.5
2016,1,1,22,30,155.65,0.15,3.1,0,0,0,0,18.1,87.7,882,0,0,0,0,20.200000000000003,311,1.6
2016,1,1,23,30,147.35,0.15,3.1,0,0,0,0,18,90.21000000000001,882,0,0,0,0,19.700000000000003,313,1.6
2016,1,2,0,30,135.71,0.15,3,0,0,0,0,17.8,91.12,881,0,0,0,0,19.3,312,1.5
2016,1,2,1,30,122.75,0.15,3,0,0,0,4,17.5,91.45,882,0,0,0,0,18.900000000000002,309,1.3
2016,1,2,2,30,109.24000000000001,0.15,2.9000000000000004,0,0,0,4,17.1,90.33,882,0,0,0,0,18.7,309,1.2000000000000002
2016,1,2,3,30,95.49,0.15,2.9000000000000004,0,0,0,0,16.7,85.57000000000001,882,0,0,0,0,19.200000000000003,313,1.3
2016,1,2,4,30,81.60000000000001,0.15,2.9000000000000004,49,306,94,0,17.5,81.98,883,49,306,0,94,20.700000000000003,322,1.6
2016,1,2,5,30,67.96000000000001,0.15,2.9000000000000004,96,619,328,3,17.8,73.60000000000001,884,220,110,0,262,22.8,340,2.1
2016,1,2,6,30,54.59,0.15,2.9000000000000004,119,772,567,3,17.8,65.39,884,344,161,0,437,24.700000000000003,181,2.4000000000000004
2016,1,2,7,30,41.9,0.15,3,133,850,766,7,18.1,61.45,883,228,680,0,734,26.1,19,2.5
2016,1,2,8,30,30.87,0.15,3.1,141,892,907,0,18.6,59.76,883,141,892,0,907,27.1,39,2.4000000000000004
