Day,Temperature (C),Temperature (SAT) (C),Rain (mm),GHI_1 (kWh/m2/day),GHI_2 (kWh/m2/day),GHI_SAT (kWh/m2/day),GHI (1) vs (2) (%),GHI (1) vs (SAT) (%),DHI (1) (kWh/m2/day),DHI (SAT) (kWh/m2/day),DHI (1) vs (SAT) (%)
2021-09-14,25.2,26.78,0.8,7.03,7.02,6.9,0.11,1.9,1.64,2.22,-35.57
2021-09-15,24.31,27.46,0.0,6.12,6.11,6.45,0.21,-5.37,1.54,2.06,-33.26
2021-09-16,24.07,27.29,22.0,4.62,4.61,5.09,0.19,-10.28,2.99,2.74,8.3
2021-09-17,24.35,25.82,0.0,6.11,6.11,5.43,0.12,11.1,2.88,2.77,3.93
2021-09-18,23.92,24.77,63.0,4.9,4.89,4.71,0.24,3.78,3.45,3.06,11.37
2021-09-19,23.56,26.36,5.4,5.54,5.54,5.73,-0.1,-3.55,3.67,3.07,16.31
2021-09-20,23.88,25.08,0.2,4.78,4.77,4.99,0.23,-4.35,1.77,2.06,-15.99
2021-09-21,25.37,26.52,0.2,7.22,7.22,7.19,0.07,0.52,1.6,2.01,-25.69
2021-09-22,25.5,27.04,10.2,6.83,6.82,6.86,0.1,-0.48,1.94,2.2,-13.27
2021-09-23,25.02,27.5,0.4,6.97,6.96,7.1,0.12,-1.9,1.62,2.08,-28.86
2021-09-24,24.24,27.27,22.6,6.7,6.69,7.11,0.16,-6.14,1.96,2.15,-9.31
2021-09-25,24.4,26.12,0.0,5.06,5.07,5.53,-0.11,-9.23,3.15,3.29,-4.25
2021-09-26,23.86,25.7,1.0,6.19,6.19,6.21,0.13,-0.32,1.22,2.0,-64.4
2021-09-27,23.91,26.1,0.2,6.5,6.48,6.39,0.24,1.63,1.15,1.54,-33.3
2021-09-28,23.91,26.47,0.0,5.91,5.9,5.99,0.23,-1.34,1.87,1.97,-5.37
2021-09-29,24.74,27.55,2.4,6.88,6.87,6.72,0.18,2.33,1.91,2.02,-5.97
2021-09-30,25.47,27.68,0.2,6.47,6.45,6.85,0.19,-5.88,2.96,2.53,14.78
2021-10-01,23.44,27.48,0.0,3.89,3.89,4.72,0.15,-21.33,3.19,3.05,4.26
2021-10-02,24.74,26.29,5.2,6.7,6.69,6.58,0.06,1.8,2.45,2.63,-7.18
2021-10-03,24.57,27.52,2.8,6.41,6.41,6.58,0.03,-2.69,2.74,2.58,5.84
2021-10-04,25.04,27.12,0.0,6.65,6.63,6.9,0.26,-3.75,1.83,2.08,-13.92
2021-10-05,23.38,27.15,0.2,6.09,6.08,6.43,0.27,-5.46,1.72,2.06,-19.64
2021-10-06,24.8,27.52,0.0,6.93,6.92,6.77,0.2,2.33,1.64,1.95,-19.13
2021-10-07,25.07,27.12,1.8,7.03,7.02,6.1,0.12,13.13,1.87,1.89,-1.25
2021-10-08,25.94,27.25,0.0,6.92,6.91,7.04,0.17,-1.78,2.77,1.88,32.07
2021-10-09,26.17,27.53,2.0,7.08,7.06,7.04,0.15,0.52,1.9,1.68,11.46
2021-10-10,25.92,27.82,3.0,6.35,6.34,6.46,0.05,-1.84,3.47,2.57,25.94
2021-10-11,24.82,28.1,3.4,5.9,5.9,6.25,0.13,-5.92,3.05,2.98,2.24
2021-10-12,23.16,26.78,39.0,4.24,4.24,4.49,-0.16,-5.98,2.75,2.73,0.67
2021-10-13,24.78,26.35,0.0,4.48,4.49,4.93,-0.12,-9.92,2.92,2.52,13.73
2021-10-14,25.65,26.83,1.4,6.77,6.77,7.15,0.1,-5.56,1.91,1.86,2.3
2021-10-15,25.66,26.84,0.0,6.84,6.83,6.88,0.15,-0.62,1.73,2.2,-27.18
2021-10-16,25.84,27.05,0.0,7.23,7.22,7.13,0.24,1.52,1.79,1.89,-5.37
2021-10-17,25.01,27.83,0.2,6.22,6.21,6.6,0.22,-6.1,1.71,1.84,-7.65
2021-10-18,25.5,27.8,0.0,7.94,7.92,6.36,0.2,19.82,2.43,2.51,-3.15
2021-10-19,25.16,27.76,0.0,5.84,5.82,5.96,0.36,-2.04,2.95,2.58,12.71
2021-10-20,25.23,27.88,0.0,4.81,4.8,5.16,0.09,-7.39,3.02,2.72,9.86
2021-10-21,25.1,27.32,3.2,5.5,5.5,5.34,0.09,2.99,3.09,2.79,9.91
2021-10-22,24.84,27.5,0.0,6.15,6.13,5.93,0.3,3.49,2.41,2.37,1.87
2021-10-23,25.49,27.6,4.8,6.95,6.93,6.53,0.35,6.13,2.0,2.3,-15.19
2021-10-24,26.25,28.29,1.8,7.26,7.23,7.17,0.33,1.2,1.26,1.62,-28.25
2021-10-25,25.06,29.05,0.2,7.11,7.09,6.62,0.33,6.83,2.69,2.11,21.65
2021-10-26,25.88,28.87,0.0,7.03,7.01,7.24,0.27,-2.96,1.65,1.52,8.18
2021-10-27,26.05,27.81,0.0,6.29,6.28,6.12,0.14,2.82,3.05,2.67,12.64
2021-10-28,25.54,28.18,2.8,6.72,6.71,6.82,0.08,-1.51,1.88,1.89,-0.49
2021-10-29,25.72,27.5,1.4,6.88,6.87,7.0,0.19,-1.66,1.68,1.66,1.52
2021-10-30,26.31,27.69,4.4,6.09,6.08,5.93,0.19,2.61,2.45,2.1,14.39
2021-10-31,25.55,28.0,0.8,6.97,6.95,7.18,0.26,-3.03,1.44,1.71,-19.16
2021-11-01,26.16,27.75,0.0,6.38,6.37,6.7,0.19,-5.05,2.59,2.32,10.39
2021-11-02,25.38,28.47,0.0,6.42,6.41,6.02,0.15,6.24,3.41,2.85,16.44
2021-11-03,23.67,28.3,19.0,5.5,5.49,5.15,0.05,6.3,2.02,2.16,-6.99
2021-11-04,23.77,27.68,0.0,6.21,6.2,6.31,0.22,-1.61,2.06,2.15,-4.3
2021-11-05,24.08,27.21,0.2,6.21,6.19,6.14,0.32,1.2,2.47,2.14,13.41
2021-11-06,24.51,27.4,2.8,7.14,7.12,6.92,0.24,3.11,1.55,1.99,-28.28
2021-11-07,25.49,27.5,0.0,6.77,6.75,6.83,0.32,-0.92,1.65,2.05,-24.14
2021-11-08,24.62,27.16,0.0,5.56,5.55,5.82,0.11,-4.65,2.68,2.47,8.1
2021-11-09,25.24,27.59,0.0,5.82,5.8,6.08,0.29,-4.47,1.76,1.88,-6.51
2021-11-10,26.47,28.01,0.6,5.8,5.79,6.19,0.2,-6.72,2.79,2.2,21.24
2021-11-11,27.0,28.4,0.0,6.51,6.49,6.79,0.31,-4.26,1.54,1.79,-16.17
2021-11-12,25.63,28.14,0.0,5.73,5.7,6.11,0.41,-6.75,1.95,2.16,-10.31
2021-11-13,24.59,28.56,1.8,4.18,4.17,4.33,0.02,-3.6,2.26,2.02,10.27
2021-11-14,26.14,28.58,0.0,6.78,6.76,6.76,0.24,0.25,1.43,2.01,-40.65
2021-11-15,26.23,28.65,8.0,6.73,6.71,6.7,0.26,0.48,1.72,2.09,-21.36
2021-11-16,26.04,28.68,0.0,6.56,6.54,6.65,0.29,-1.42,1.71,2.03,-18.93
2021-11-17,25.65,29.01,13.2,5.97,5.96,6.21,0.19,-3.96,2.42,2.56,-5.75
2021-11-18,24.02,28.87,3.2,5.6,5.59,5.51,0.28,1.76,1.86,2.13,-14.73
2021-11-19,25.76,29.03,0.0,6.82,6.81,6.97,0.12,-2.15,1.45,1.67,-15.44
2021-11-20,25.02,29.47,0.0,5.58,5.57,5.08,0.13,9.06,2.76,2.82,-1.89
2021-11-21,24.86,28.62,5.4,5.58,5.57,5.63,0.2,-1.02,3.06,2.7,11.76
2021-11-22,25.34,28.35,1.0,5.78,5.76,5.97,0.3,-3.26,2.55,2.38,6.38
2021-11-23,24.63,28.34,0.0,6.31,6.3,6.86,0.29,-8.59,1.68,1.79,-6.43
2021-11-24,25.55,29.5,0.0,6.4,6.38,6.78,0.31,-5.87,1.57,2.09,-33.55
2021-11-25,24.08,28.5,0.0,4.54,4.54,4.23,0.0,6.73,1.82,2.09,-14.59
2021-11-26,25.31,28.98,0.0,5.49,5.48,5.38,0.26,2.07,2.81,2.6,7.45
2021-11-27,24.4,27.95,12.4,6.55,6.54,5.68,0.11,13.37,2.4,2.45,-2.11
2021-11-28,23.71,27.02,0.2,3.8,3.79,3.71,0.21,2.42,3.24,2.53,21.86
2021-11-29,23.73,27.55,5.4,5.82,5.81,5.62,0.15,3.45,2.26,2.38,-5.12
2021-11-30,24.29,28.44,0.0,5.06,5.05,4.9,0.23,3.35,2.65,2.48,6.64
2021-12-01,25.85,29.33,0.0,6.71,6.69,6.92,0.26,-3.11,1.2,1.38,-14.31
2021-12-02,26.04,29.15,3.6,6.45,6.44,6.75,0.19,-4.61,1.45,1.64,-13.47
2021-12-03,26.47,29.44,2.2,6.56,6.54,6.45,0.22,1.61,1.82,2.0,-9.73
2021-12-04,26.82,29.68,0.0,6.39,6.38,6.52,0.2,-2.01,1.74,2.13,-22.41
2021-12-05,26.06,29.54,10.8,6.35,6.34,6.31,0.21,0.66,2.1,2.35,-12.22
2021-12-06,26.58,29.36,0.0,6.59,6.58,6.84,0.18,-3.8,1.43,1.6,-11.84
2021-12-07,26.26,28.55,0.4,6.63,6.61,6.91,0.19,-4.31,1.32,1.48,-12.21
2021-12-08,24.48,28.32,0.0,4.75,4.75,5.19,0.0,-9.06,3.32,3.08,7.07
2021-12-09,26.48,29.58,0.0,5.84,5.83,6.22,0.14,-6.4,2.24,2.46,-9.69
2021-12-10,25.98,29.54,3.2,5.94,5.93,6.46,0.21,-8.6,1.96,2.09,-6.49
2021-12-11,26.17,28.23,0.0,6.46,6.45,6.9,0.21,-6.79,1.43,1.54,-7.62
2021-12-12,24.96,26.78,0.0,6.31,6.29,6.63,0.2,-5.14,1.98,1.89,4.76
2021-12-13,24.48,27.78,0.0,6.44,6.42,6.75,0.24,-4.74,1.61,1.77,-9.74
2021-12-14,25.96,29.64,0.0,6.39,6.38,6.37,0.23,0.29,1.68,2.18,-30.1
2021-12-15,26.67,30.46,0.0,4.24,4.23,5.19,0.15,-22.29,2.85,2.9,-1.96
2021-12-16,27.94,30.53,0.0,6.31,6.3,6.26,0.16,0.78,2.04,2.35,-14.99
2021-12-17,26.12,30.1,0.0,6.05,6.04,6.58,0.24,-8.72,1.71,2.08,-21.95
2021-12-18,26.43,30.66,0.0,6.25,6.24,6.53,0.2,-4.48,1.65,2.16,-30.84
2021-12-19,26.39,31.38,1.6,5.75,5.73,6.28,0.37,-9.17,1.98,2.55,-29.16
2021-12-20,25.49,31.13,0.0,5.37,5.36,5.96,0.07,-11.04,2.08,2.46,-17.97
2021-12-21,26.11,30.2,0.0,4.97,4.95,5.44,0.29,-9.52,3.19,2.87,9.96
2021-12-22,27.44,30.59,0.0,5.6,5.59,6.24,0.29,-11.33,2.25,2.39,-6.05
2021-12-23,27.11,30.47,0.0,4.69,4.67,5.45,0.35,-16.28,2.52,2.64,-4.41
2021-12-24,27.21,29.98,0.0,5.68,5.68,5.96,0.04,-4.87,2.52,2.27,9.94
2021-12-25,27.19,29.49,1.0,4.8,4.78,5.47,0.29,-14.0,2.81,2.33,17.23
2021-12-26,25.41,28.75,4.4,5.28,5.27,5.94,0.33,-12.51,2.04,2.09,-2.82
2021-12-27,25.66,29.61,0.0,5.54,5.52,5.92,0.38,-6.74,2.22,2.37,-6.49
2021-12-28,27.16,29.72,0.0,6.5,6.49,6.46,0.17,0.76,1.82,1.99,-9.55
2021-12-29,27.49,30.21,0.0,6.24,6.22,6.36,0.19,-2.05,1.62,1.75,-7.94
2021-12-30,27.69,30.63,3.2,5.95,5.94,6.46,0.2,-8.47,2.08,2.29,-9.84
2021-12-31,27.09,31.08,0.0,4.51,4.51,4.36,0.07,3.44,2.79,2.83,-1.24
